what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.birt.chart.engine.extension,2.6.2.r262_v20110113,"org.eclipse.birt.chart.engine.extension",1521194680782
stopped,bundle,org.eclipse.birt.chart.ui.extension,2.6.2.r262_v20110127,"org.eclipse.birt.chart.ui.extension",1521194680782
stopped,bundle,org.eclipse.birt.chart.ui,2.6.2.r262_v20110127,"org.eclipse.birt.chart.ui",1521194680782
stopped,bundle,org.eclipse.birt.chart.engine,2.6.2.r262_v20110120,"org.eclipse.birt.chart.engine",1521194680782
stopped,bundle,org.eclipse.birt.core.script.function,2.6.2.r262_v20110209,"org.eclipse.birt.core.script.function",1521194680782
stopped,bundle,org.eclipse.birt.core.ui,2.6.2.r262_v20101014,"org.eclipse.birt.core.ui",1521194680782
stopped,bundle,org.eclipse.birt.data.aggregation,2.6.2.r262_v20110127,"org.eclipse.birt.data.aggregation",1521194680782
stopped,bundle,org.eclipse.birt.data,2.6.2.r262_v20110215,"org.eclipse.birt.data",1521194680782
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.ui",1521194680782
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.jdbc.dbprofile",1521194680782
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.jdbc.ui",1521194680782
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.jdbc.dbprofile.sampledb",1521194680782
stopped,bundle,org.eclipse.birt.report.data.oda.sampledb.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.sampledb.ui",1521194680782
stopped,bundle,org.eclipse.birt.report.data.oda.sampledb,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.sampledb",1521194680783
stopped,bundle,org.eclipse.birt.report.data.oda.jdbc,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.oda.jdbc",1521194680783
stopped,bundle,org.eclipse.birt.core,2.6.2.r262_v20110209,"org.eclipse.birt.core",1521194680783
stopped,bundle,org.eclipse.birt.report.data.bidi.utils.ui,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.bidi.utils.ui",1521194680783
stopped,bundle,org.eclipse.birt.report.data.bidi.utils,2.6.2.r262_v20110127,"org.eclipse.birt.report.data.bidi.utils",1521194680783
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1521194680783
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1521194680785
stopped,bundle,org.eclipse.jpt.eclipselink.ui,1.3.0.v201004280001,"org.eclipse.jpt.eclipselink.ui",1521194680785
stopped,bundle,org.eclipse.jpt.eclipselink.core,1.3.2.v201102072310,"org.eclipse.jpt.eclipselink.core",1521194680785
stopped,bundle,org.eclipse.jpt.jaxb.ui,1.0.1.v201006300000,"org.eclipse.jpt.jaxb.ui",1521194680785
stopped,bundle,org.eclipse.jpt.ui,2.3.2.v201008252310,"org.eclipse.jpt.ui",1521194680785
stopped,bundle,org.eclipse.jpt.core,2.3.3.v201102172310,"org.eclipse.jpt.core",1521194680785
stopped,bundle,org.eclipse.jpt.db,1.2.202.v201010192330,"org.eclipse.jpt.db",1521194680810
stopped,bundle,org.eclipse.datatools.enablement.jdt.classpath,1.0.1.v201004070709,"org.eclipse.datatools.enablement.jdt.classpath",1521194680810
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1521194680811
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1521194680811
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core.ui,1.0.0.v201003161000,"org.eclipse.datatools.sqltools.debugger.core.ui",1521194680811
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1521194680811
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1521194680811
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1521194680811
